Regione;Provincia;Comune;Indirizzo;Categoria Patrimoniale;Codice bene;Codice compendio;Descrizione;Superficie Fondiaria area (MQ)
MOLISE;ISERNIA;CERRO AL VOLTURNO;"- -";PATRIMONIO DISPONIBILE;IS1070;ISB0845;"TERRENO AGRICOLO";6010
MOLISE;ISERNIA;CERRO AL VOLTURNO;"LOCALITA' SANTILLI SNC";PATRIMONIO DISPONIBILE;IS1087;ISB0863;"TERRENI AGRICOLI";2010
MOLISE;ISERNIA;CERRO AL VOLTURNO;"LOC. MANCINI SNC";PATRIMONIO DISPONIBILE;IS1088;ISB0864;"TERRENI AGRICOLI";1080
MOLISE;ISERNIA;CERRO AL VOLTURNO;"LOC. SANTILLI SNC";PATRIMONIO DISPONIBILE;IS1089;ISB0865;"TERRENO AGRICOLO";1268
MOLISE;ISERNIA;CERRO AL VOLTURNO;"LOC. SANTILLI SNC";PATRIMONIO DISPONIBILE;IS1090;ISB0866;"TERRENI AGRICOLI";265
MOLISE;ISERNIA;CERRO AL VOLTURNO;"LOC. PIANO D'ISCHIA SNC";PATRIMONIO DISPONIBILE;IS1091;ISB0867;"TERRENI  AGRICOLI";2160
MOLISE;ISERNIA;CERRO AL VOLTURNO;"VIA NAZIONALE SNC";PATRIMONIO DISPONIBILE;IS1092;ISB0868;"TERRENI AGRICOLI, QUOTA 1/18";7160
MOLISE;ISERNIA;CERRO AL VOLTURNO;"SS 17R SNC";PATRIMONIO DISPONIBILE;IS1093;ISB0869;"TERRENI AGRICOLI";11200
MOLISE;ISERNIA;CERRO AL VOLTURNO;"FRAZIONI PETRARA E SANTILLI SNC";PATRIMONIO DISPONIBILE;IS1094;ISB0870;"TERRENI AGRICOLI";10360
MOLISE;ISERNIA;CERRO AL VOLTURNO;"ZONA VALLE DEL VOLTURNO SNC";PATRIMONIO DISPONIBILE;IS1095;ISB0871;"TERRENI AGRICOLI";12400
MOLISE;ISERNIA;CERRO AL VOLTURNO;"TRA LE LOCALITA' PETRARA E SANTILLI SNC";PATRIMONIO DISPONIBILE;IS1096;ISB0872;"TERRENI AGRICOLI";2420
MOLISE;ISERNIA;CERRO AL VOLTURNO;"ZONA CIRCOSTANTE IL CASTELLO SNC";PATRIMONIO DISPONIBILE;IS1097;ISB0873;"TERRENI AGRICOLI";970
MOLISE;ISERNIA;CERRO AL VOLTURNO;"STRADA PROV.LE FOCI SNC";PATRIMONIO DISPONIBILE;IS1098;ISB0874;"TERRENI AGRICOLI";170
MOLISE;ISERNIA;CERRO AL VOLTURNO;"VIA MANZONI 8";PATRIMONIO DISPONIBILE;IS1238;ISB0875;"CORTE ESCLUSIVA DEL FABBRICATO COSTITUITA DALL'AREA ANNESSA AL FABBRICATO P.LLA 451 E DALLA P.LLA 40";275
MOLISE;ISERNIA;CERRO AL VOLTURNO;"SS N. 1 - RACCORDO DELL'APPENNINO SNC";PATRIMONIO DISPONIBILE;IS1101;ISB0878;"TERRENO AGRICOLO";1240
MOLISE;ISERNIA;CERRO AL VOLTURNO;"VIA MOLISE  1";PATRIMONIO DISPONIBILE;IS1392;ISB1034;"AREA URBANA DI PERTINENZA";113,38
MOLISE;ISERNIA;CERRO AL VOLTURNO;"LOCALITA' PESCOROSSO -";PATRIMONIO DISPONIBILE;IS1394;ISB1035;"TERRENO AGRICOLO UTILIZZATO IN PARTE COME TERRENO PERTINENZIALE DEL FABBRICATO";404
MOLISE;CAMPOBASSO;COLLETORTO;"LOC. RIVA SINISTRA DEL FIUME FORTORE SNC";PATRIMONIO DISPONIBILE;CB0080;CBB0131;"CASOTTO RICOVERO PER IL SERVIZIO IDROGRAFICO PRESSO IL PONTE DELLA COLLETORTO";280
MOLISE;ISERNIA;COLLI A VOLTURNO;"STRADA COMUNALE PER VALLOCCHIE MONTERODUNI -";PATRIMONIO DISPONIBILE;IS0177;ISB0390;"TERRENO AGRICOLO SITO NEL COMUNE DI COLLI A VOLTURNO (IS)  - QUOTA 1/1";879,01
MOLISE;ISERNIA;COLLI A VOLTURNO;"FRAZIONE CASTIGLIONI   SNC";PATRIMONIO DISPONIBILE;IS0651;ISB0593;"TERRENO AGRICOLO";1760
MOLISE;ISERNIA;COLLI A VOLTURNO;"FRAZIONE CASTIGLIONI SNC";PATRIMONIO DISPONIBILE;IS0653;ISB0594;"TERRENO AGRICOLO";790
MOLISE;ISERNIA;COLLI A VOLTURNO;"FRAZIONE CASTIGLIONI SNC";PATRIMONIO DISPONIBILE;IS0654;ISB0595;"TERRENI AGRICOLI";5770
MOLISE;ISERNIA;COLLI A VOLTURNO;"FRAZIONE CASTRIGLIONI  SNC";PATRIMONIO DISPONIBILE;IS0671;ISB0596;"TERRENO AGRICOLO, QUOTA 1/4";2750
MOLISE;ISERNIA;COLLI A VOLTURNO;"STADA VICINALE CASTIGLIONI  SNC";PATRIMONIO DISPONIBILE;IS0678;ISB0597;"TERRENO AGRICOLO";320
MOLISE;ISERNIA;COLLI A VOLTURNO;"STRADA VICINALE PIANA DEL CASTIGLIONE SNC";PATRIMONIO DISPONIBILE;IS0679;ISB0598;"TERRENO AGRICOLO";240
MOLISE;ISERNIA;COLLI A VOLTURNO;"STRADA VICINALE ANALUCCI  SNC";PATRIMONIO DISPONIBILE;IS0680;ISB0599;"TERRENI AGRICOLI";620
MOLISE;ISERNIA;COLLI A VOLTURNO;"STRADA VICINALE PIANA DEL CASTIGLIONE SNC";PATRIMONIO DISPONIBILE;IS0681;ISB0600;"TERRENO AGRICOLO, QUOTA 1/4";460
MOLISE;ISERNIA;COLLI A VOLTURNO;"STRADA VICINALE PIANA DEL CASTIGLIONE SNC";PATRIMONIO DISPONIBILE;IS0682;ISB0601;"TERRENO AGRICOLO, QUOTA 1/4";110
MOLISE;ISERNIA;COLLI A VOLTURNO;"STRADA VICINALE SAN ANDREA SNC";PATRIMONIO DISPONIBILE;IS1309;ISB0985;"TERRENI AGRICOLI, QUOTA 1/9";2740
MOLISE;ISERNIA;COLLI A VOLTURNO;"STRADA PROVINCIALE 1 DELLA VANDRA SNC";PATRIMONIO DISPONIBILE;IS1310;ISB0986;"TERRENI AGRICOLI, QUOTA 1/9";760
MOLISE;ISERNIA;COLLI A VOLTURNO;"STRADA PROVINCIALE 1 DELLA VANDRA SNC";PATRIMONIO DISPONIBILE;IS1311;ISB0987;"TERRENO AGRICOLO, QUOTA 1/9";863
MOLISE;ISERNIA;COLLI A VOLTURNO;"LOCALITA' PESCO DEL PRETE SNC";PATRIMONIO DISPONIBILE;IS1312;ISB0988;"TERRENI AGRICOLI, QUOTA 1/7";2530
MOLISE;ISERNIA;COLLI A VOLTURNO;"LOCALITA' COSTE MAROZZE SNC";PATRIMONIO DISPONIBILE;IS1313;ISB0989;"TERRENO DESTINATO A SERVIZI, QUOTA 1/7";1590
MOLISE;ISERNIA;COLLI A VOLTURNO;"NON DEFINITO SNC";PATRIMONIO DISPONIBILE;IS1207;ISB0990;"TERRENI A COLTURA BOSCHIVA (BOSCO CEDUO) PERVENUTI PER QUOTA INDIVISA PARI AD 1/7 CENSITI AL NCT AL";970
MOLISE;CAMPOBASSO;DURONIA;"CONTRADA VALLONI -";PATRIMONIO DISPONIBILE;CB0244;CBB0242;"TERRENO AGRICOLO";590
MOLISE;CAMPOBASSO;DURONIA;"PRATI -";PATRIMONIO DISPONIBILE;CB0245;CBB0243;"TERRENO AGRICOLO";3370
MOLISE;CAMPOBASSO;DURONIA;"MONTAGNOLA -";PATRIMONIO DISPONIBILE;CB0246;CBB0244;"TERRENO AGRICOLO";1500
MOLISE;CAMPOBASSO;DURONIA;"CONTRADA CANNAVINA -";PATRIMONIO DISPONIBILE;CB0247;CBB0245;"TERRENO AGRICOLO";998
MOLISE;CAMPOBASSO;DURONIA;"CONTRADA CANNAVINA -";PATRIMONIO DISPONIBILE;CB0248;CBB0246;"TERRENO AGRICOLO ABBANDONATO LOCALITA' CANNAVINE";490
MOLISE;CAMPOBASSO;DURONIA;"LOCALITA` COLLE GRANDE -";PATRIMONIO DISPONIBILE;CB0249;CBB0247;"TERRENO AGRICOLO COLLE GRANDE BOSCO CEDUO";980
MOLISE;CAMPOBASSO;DURONIA;"VIA RIONE DEL POZZO SNC";PATRIMONIO DISPONIBILE;CB0838;CBB0833;"AREA DI CORTE";120
MOLISE;ISERNIA;FORLI' DEL SANNIO;"LOCALITA` PIANA SCIABOLONE -";PATRIMONIO DISPONIBILE;IS0528;ISB0308;"TERRENI AGRICOLI, QUOTA 1/3";2020
MOLISE;ISERNIA;FORLI' DEL SANNIO;"VIA SABINA 1";PATRIMONIO DISPONIBILE;IS1352;ISB1101;"IMMOBILE IDENTIFICATO AL FOGLIO 13 PARTICELLA 261 SUBALTERNI 1 E 2 . COMUNE DI FORLI' DEL SANNIO";1
MOLISE;ISERNIA;FORNELLI;"C.DA FONTE DEL PESCO SNC";PATRIMONIO DISPONIBILE;IS1035;ISB0251;"TERRENO AGRICOLO";2940
MOLISE;ISERNIA;FORNELLI;"STRADA COMUNALE FORNELLI CASTELLO snc";PATRIMONIO DISPONIBILE;IS0030;ISB0257;"TERRENI AGRICOLI";1080
MOLISE;CAMPOBASSO;FOSSALTO;"CONTRADA CAMPO FREDDO -";PATRIMONIO DISPONIBILE;CB0259;CBB0284;"TERRENO AGRICOLO ABBANDONATO QUERCIA CARELLA CONTRADA CAMPOFREDDO FOSSALTO ADIBITO A PASCOLO";920
MOLISE;CAMPOBASSO;FOSSALTO;"CONTRADA CAMPO FREDDO -";PATRIMONIO DISPONIBILE;CB0350;CBB0420;"FABBRICATO RURALE E SUOLI AGRICOLI";464
MOLISE;CAMPOBASSO;FOSSALTO;"STRADA COMUNALE FARANELLO SNC";PATRIMONIO DISPONIBILE;CB0637;CBB0722;"TERRENI AGRICOLI";2110
MOLISE;ISERNIA;FROSOLONE;"LOCALITA' CASTELLO S.N.C.";PATRIMONIO DISPONIBILE;IS0008;ISB0020;"TERRENO AGRICOLO";12720
MOLISE;ISERNIA;FROSOLONE;"TRAVERSA DI VIA KENNEDY snc";PATRIMONIO DISPONIBILE;IS0184;ISB0404;"TERRENI AGRICOLI QUOTA 1/18";800
MOLISE;ISERNIA;FROSOLONE;"STRADA COMUNALE CERRITO SNC";PATRIMONIO DISPONIBILE;IS0185;ISB0405;"TERRENO AGRICOLO QUOTA 1/5";1540
MOLISE;ISERNIA;FROSOLONE;"STRADA VICINALE PADULA CASTAGNETO snc";PATRIMONIO DISPONIBILE;IS0187;ISB0407;"TERRENO AGRICOLO QUOTA 1/18";1820
MOLISE;ISERNIA;FROSOLONE;"TRAVERSA VIA KENNEDY snc";PATRIMONIO DISPONIBILE;IS0188;ISB0408;"TERRENO CON FABBRICATO RURALE COMPLETAMENTE DEMOLITO - QUOTA 1/18";52
MOLISE;ISERNIA;FROSOLONE;"LOCALITA'CERRITO snc";PATRIMONIO DISPONIBILE;IS0189;ISB0409;"TERRENO AGRICOLO QUOTA 1/6";1680
MOLISE;ISERNIA;FROSOLONE;"STRADA COMUNALE SERRA DEL PRATO snc";PATRIMONIO DISPONIBILE;IS0190;ISB0410;"TERRENO AGRICOLO QUOTA 1/6";660
MOLISE;ISERNIA;FROSOLONE;"STRADA COMUNALE SERRA DEL PRATO snc";PATRIMONIO DISPONIBILE;IS0284;ISB0410;"TERRENO AGRICOLO QUOTA 1/6";600
MOLISE;ISERNIA;FROSOLONE;"STRADA COMUNALE SERRA DEL PRATO snc";PATRIMONIO DISPONIBILE;IS0191;ISB0411;"TERRENO AGRICOLO QUOTA 1/6";2630
MOLISE;ISERNIA;FROSOLONE;"LOCALITA' CESA CUPA SNC";PATRIMONIO DISPONIBILE;IS0192;ISB0412;"TERRENO AGRICOLO QUOTA 1/5";510
MOLISE;ISERNIA;FROSOLONE;"LOCALITA' CESA CUPA SNC";PATRIMONIO DISPONIBILE;IS0193;ISB0413;"TERRENO AGRICOLO QUOTA 1/5";1660
MOLISE;ISERNIA;FROSOLONE;"LOCALITA' CESA CUPA SNC";PATRIMONIO DISPONIBILE;IS0194;ISB0414;"TERRENO AGRICOLO QUOTA 1/5";920
MOLISE;ISERNIA;FROSOLONE;"STRADA COMUNALE PADULA CASTAGNETO SNC";PATRIMONIO DISPONIBILE;IS0195;ISB0415;"TERRENO AGRICOLO QUOTA 1/5";3640
MOLISE;ISERNIA;FROSOLONE;"LOCALITA' DIFESA DI SAN CRISTOFORO SNC";PATRIMONIO DISPONIBILE;IS0196;ISB0416;"TERRENO AGRICOLO QUOTA 1/18";1250
MOLISE;ISERNIA;FROSOLONE;"STRADA COMUNALE COLLE SARACENO SNC";PATRIMONIO DISPONIBILE;IS0197;ISB0417;"EX F.R. ORA TERRENO AGRIOLO QUOTA 1/18";13
MOLISE;CAMPOBASSO;GAMBATESA;"CONTRADA INGOTTE SNC";PATRIMONIO DISPONIBILE;CB0001;CBB0126;"SUOLO AGRICOLO";1185
MOLISE;CAMPOBASSO;GAMBATESA;"CONTRADA INGOTTE SNC";PATRIMONIO DISPONIBILE;CB0002;CBB0147;"SUOLO AGRICOLO";888
MOLISE;CAMPOBASSO;GAMBATESA;"CONTRADA INGOTTE SNC";PATRIMONIO DISPONIBILE;CB0003;CBB0148;"SUOLIO AGRICOLO";734
MOLISE;CAMPOBASSO;GAMBATESA;"CONTRADA COSTE -";PATRIMONIO DISPONIBILE;CB0230;CBB0149;"SUOLO AGRICOLO";910
MOLISE;CAMPOBASSO;GUARDIAREGIA;"LOC. COLLE VENTO SNC";PATRIMONIO DISPONIBILE;CB0004;CBB0254;"TERRENO AGRICOLO";1699
MOLISE;CAMPOBASSO;GUARDIAREGIA;"STRADA VICINALE DEL MULINO snc";PATRIMONIO DISPONIBILE;CB0025;CBB0255;"TERRENO AGRICOLO";10124
MOLISE;CAMPOBASSO;GUARDIAREGIA;"LOC. PESCO BATTAGLIA SNC";PATRIMONIO DISPONIBILE;CB0005;CBB0257;"TERRENO AGRICOLO";5368
MOLISE;CAMPOBASSO;GUARDIAREGIA;"LOC. TARTAGLIA SNC";PATRIMONIO DISPONIBILE;CB0006;CBB0258;"TERRENO AGRICOLO";3786
MOLISE;CAMPOBASSO;GUARDIAREGIA;"STRADA COMUNALE  PIETRAROLA SNC";PATRIMONIO DISPONIBILE;CB0026;CBB0259;"TERRENO AGRICOLO";20196
MOLISE;CAMPOBASSO;GUARDIAREGIA;"STRADA VICINALE GUADO snc";PATRIMONIO DISPONIBILE;CB0027;CBB0260;"TERRENO AGRICOLO";10155
MOLISE;CAMPOBASSO;GUARDIAREGIA;"LOC. PEZZONE CAMPITELLO SNC";PATRIMONIO DISPONIBILE;CB0007;CBB0261;"TERRENO AGRICOLO";5017
MOLISE;CAMPOBASSO;GUARDIAREGIA;"LOC. FEMMINA  MORTA SNC";PATRIMONIO DISPONIBILE;CB0009;CBB0264;"TERRENO AGRICOLO";4479
MOLISE;CAMPOBASSO;GUGLIONESI;"STRADA VICINALE VALLONE DELLA MENDOLA SNC";PATRIMONIO DISPONIBILE;CB0146;CBB0480;"TERRENO AGRICOLO";6326,69
MOLISE;CAMPOBASSO;GUGLIONESI;"STRADA STATALE 647 FONDO VALLE DEL BIFERNO SNC";PATRIMONIO DISPONIBILE;CB0191;CBB0624;"AREA DI PARCHEGGIO E AUTOLAVAGGIO";590
MOLISE;CAMPOBASSO;GUGLIONESI;"LOCALITA' PASSO CANCELLO -";PATRIMONIO DISPONIBILE;CB0467;CBB0630;"TERRENO AGRICOLO PORZIONE DI EX CANALI SECONDARI E DI UN EX ADDUTTORE IDRICO DI BONIFICA";170
MOLISE;CAMPOBASSO;GUGLIONESI;"ZONA CIMITERO SNC";PATRIMONIO DISPONIBILE;CB0577;CBB0665;"TERRENO AGRICOLO ATTIGUO AL CIMITERO";5630
MOLISE;CAMPOBASSO;GUGLIONESI;"CONTRADA PERAZZETO SNC";PATRIMONIO DISPONIBILE;CB0813;CBB0803;"TERRENO EDIFICABILE";1170
MOLISE;CAMPOBASSO;GUGLIONESI;"CONTRADA PERAZZETO SNC";PATRIMONIO DISPONIBILE;CB0815;CBB0804;"TERRENO EX CANALETTA DI BONIFICA";810
MOLISE;CAMPOBASSO;GUGLIONESI;"CONTRADA PERAZZETO SNC";PATRIMONIO DISPONIBILE;CB0816;CBB0805;"TERRENO EX CANELETTA DI BONIFICA";50
MOLISE;CAMPOBASSO;GUGLIONESI;"CONTRADA PERAZZETO SNC";PATRIMONIO DISPONIBILE;CB0814;CBB0806;"TERRENO EX CANELETTA DI BONIFICA -";1470
MOLISE;CAMPOBASSO;GUGLIONESI;"Viale Cristoforo Colombo -";PATRIMONIO INDISPONIBILE;CB0893;CBB0850;"CASERMA DEI CARABINIERI. TERRENO.";1769
MOLISE;CAMPOBASSO;GUGLIONESI;"Strada Comunale Cancello -";PATRIMONIO DISPONIBILE;CB0956;CBB0874;"EX CANALETTA DI BONIFICA FG. 71 P.LLA 61";4515
MOLISE;CAMPOBASSO;GUGLIONESI;"PASSO CANCELLO SNC";PATRIMONIO DISPONIBILE;CB0957;CBB0874;"EX CANALETTA DI BONIFICA FG 71 P.LLA 62";950
MOLISE;CAMPOBASSO;GUGLIONESI;"Strada Comunale Cancello -";PATRIMONIO DISPONIBILE;CB0958;CBB0874;"EX CANALETTA DI BONIFICA FG 71 P.LLA 63";1690
MOLISE;CAMPOBASSO;GUGLIONESI;"SALICETI, FRANCARA, MACCHIE, COLLE STITZI, CAVALLINA, COLLE -";PATRIMONIO INDISPONIBILE;CB0548;CBR0071;"COLTIVAZIONE IDROCARBURI LIQUIDI E GASSOSI ""TORRENTE CIGNO""";154440000
MOLISE;ISERNIA;ISERNIA;"TRATTURO PESCASSEROLI-CANDELA snc";PATRIMONIO DISPONIBILE;IS0127;ISB0329;"TERRENO AGRICOLO, QUOTA 1/2";960
MOLISE;ISERNIA;ISERNIA;"LOCALITA' CORTE SANTE SNC";PATRIMONIO DISPONIBILE;IS0128;ISB0330;"TERRENO AGRICOLO, QUOTA 1/2";140
MOLISE;ISERNIA;ISERNIA;"LOCALITA' CORTE SANTE SNC";PATRIMONIO DISPONIBILE;IS0129;ISB0331;"TERRENO AGRICOLO, QUOTA 1/2";350
MOLISE;ISERNIA;ISERNIA;"TRATTURO PESCASSEROLI-CANDELA snc";PATRIMONIO DISPONIBILE;IS0130;ISB0332;"TERRENO AGRICOLO, QUOTA 1/2";840
MOLISE;ISERNIA;ISERNIA;"TRATTURO PESCASSEROLI CANDELA SNC";PATRIMONIO DISPONIBILE;IS0131;ISB0333;"TERRENI AGRICOLI, QUOTA 1/2";570
MOLISE;ISERNIA;ISERNIA;"VIALE EUROPA  SNC";PATRIMONIO INDISPONIBILE;IS1060;ISB0461;"AREA ESTERNA DI USO ESCLUSIVO ALLA MOTORIZZAZIONE CIVILE. SUB. 4";14737
MOLISE;ISERNIA;ISERNIA;"Viale Europa -";PATRIMONIO INDISPONIBILE;IS1496;ISB0461;"AREE DI USO COMUNE";6400
MOLISE;ISERNIA;ISERNIA;"LOCALITA' BRECELLE SNC";PATRIMONIO DISPONIBILE;IS0241;ISB0462;"SUOLO AGRICOLO";30
MOLISE;ISERNIA;ISERNIA;"LOCALITA'  BRECCELLE  SNC";PATRIMONIO DISPONIBILE;IS0562;ISB0463;"SUOLO AGRICOLO";2940
MOLISE;ISERNIA;ISERNIA;"STRADA COMUNALE BRECCELLA SNC";PATRIMONIO DISPONIBILE;IS0243;ISB0464;"SUOLO AGRICOLO";290
MOLISE;ISERNIA;ISERNIA;"LOCALITA'  BRECCELLE  SNC";PATRIMONIO DISPONIBILE;IS0563;ISB0465;"SUOLO AGRICOLO";2070
MOLISE;ISERNIA;ISERNIA;"LOCALITA'  BRECCELLE  SNC";PATRIMONIO DISPONIBILE;IS0564;ISB0466;"SUOLO AGRICOLO";2500
MOLISE;ISERNIA;ISERNIA;"LOCALITA' BRECELLE SNC";PATRIMONIO DISPONIBILE;IS0246;ISB0467;"SUOLO AGRICOLO";400
MOLISE;ISERNIA;ISERNIA;"LOCALITA' TRE CONFINI SNC";PATRIMONIO DISPONIBILE;IS0684;ISB0583;"TERRENI AGRICOLI, QUOTA 1/2.";8420
MOLISE;ISERNIA;ISERNIA;"LOCALITA' TRASCINERE SNC";PATRIMONIO DISPONIBILE;IS0690;ISB0584;"TERRENO AGRICOLO, QUOTA 1/2";5630
MOLISE;ISERNIA;ISERNIA;"LOCALITA' COLLE ROTO SNC";PATRIMONIO DISPONIBILE;IS0659;ISB0585;"TERRENO AGRICOLO, QUOTA 1/2";6370
MOLISE;ISERNIA;ISERNIA;"C. DA TIENGO SNC";PATRIMONIO DISPONIBILE;IS0863;ISB0702;"TERRENO AGRICOLO, QUOTA 1/2";2140
MOLISE;ISERNIA;ISERNIA;"C.DA TIENGO SNC";PATRIMONIO DISPONIBILE;IS0864;ISB0703;"TERRENI A DESTINAZIONE AGRICOLA, QUOTA 1/4";1740
MOLISE;ISERNIA;ISERNIA;"VIA NUNZIATELLA  SNC";PATRIMONIO INDISPONIBILE;IS1034;ISB0812;"QUESTURA E POLIZIA DI STATO - AREA SCOPERTA";5077
MOLISE;ISERNIA;ISERNIA;"CONTRADA NUNZIATELLA SNC";PATRIMONIO DISPONIBILE;IS1044;ISB0816;"TERRENI EDIFICABILI PROVENIENTI DALL'ESPROPRIO PER LA REALIZZAZIONE DELLA QUESTURA DI ISERNIA AL NCT";3555
MOLISE;ISERNIA;ISERNIA;"Via San Martino -";PATRIMONIO DISPONIBILE;IS1400;ISB1063;"EX POLIGONO TSN";5455
MOLISE;ISERNIA;ISERNIA;"Via Ponte San Leonardo -";PATRIMONIO INDISPONIBILE;IS1476;ISB1107;"AREA URBANA PARTICELLA N. 1410";188
MOLISE;ISERNIA;ISERNIA;"Via Ponte San Leonardo -";PATRIMONIO INDISPONIBILE;IS1477;ISB1107;"AREA DI PERTINENZA ESTERNA ALLE MURA SISTEMATA A VIABILITA E PARCHEGGIO";900
MOLISE;ISERNIA;ISERNIA;"VIA ANDREA PALLADIO -";PATRIMONIO DISPONIBILE;IS1474;ISB1109;"AREA URBANA SISTEMATA A VIABILITA COMUNALE";606
MOLISE;ISERNIA;ISERNIA;"STRADA STATALE 87 snc";PATRIMONIO DISPONIBILE;IS1497;ISB1131;"LOTTO EDIFICABILE";1920
MOLISE;ISERNIA;ISERNIA;"LOCALITA` QUATRELLA -";DEMANIO STORICO ARTISTICO;IS0584;ISD0006;"RESTI ARCHEOLOGICI";230
MOLISE;ISERNIA;ISERNIA;"LOCALITA LA PINETA SNC";DEMANIO STORICO ARTISTICO;IS1447;ISD0022;"AREA DEL COMPLESSO MUSEALE NAZIONALE DEL PALEOLITICO DI ISERNIA";16912
MOLISE;CAMPOBASSO;LARINO;"VIALE GIULIO CESARE SNC";PATRIMONIO INDISPONIBILE;CB0656;CBB0740;"CORTE DI PERTINENZA";3033
MOLISE;CAMPOBASSO;LARINO;"CONTRADA PIANE DI LARINO SNC";PATRIMONIO DISPONIBILE;CB0840;CBB0801;"CORTE ESCLUSIVA";1200
MOLISE;CAMPOBASSO;LARINO;"Contrada Monte Altino 40";PATRIMONIO INDISPONIBILE;CB1056;CBB0911;"AREE RAPPRESENTATE DALLA PERTINENZA DEL FABBRICATO E DUE TERRENI";2624
MOLISE;CAMPOBASSO;LARINO;"CONTRADA CAPPUCCINI 18";DEMANIO STORICO ARTISTICO;CB0493;CBD0001;"AREA ARCHEOLOGICA";1730
MOLISE;CAMPOBASSO;LARINO;"- -";DEMANIO STORICO ARTISTICO;CB0870;CBD0014;"TERRENO IN AREA ARCHEOLOGICA";2917
MOLISE;CAMPOBASSO;LARINO;"- -";DEMANIO STORICO ARTISTICO;CB0868;CBD0015;"TERRENO IN AREA ARCHEOLOGICA";2864
MOLISE;CAMPOBASSO;LARINO;"CONTRADA COLLE DI LAURO -";PATRIMONIO INDISPONIBILE;CB0518;CBR0026;"COLTIVAZIONE DI IDROCARBURI";22908800
MOLISE;CAMPOBASSO;LIMOSANO;"C.DA SPINIELLO SNC";PATRIMONIO DISPONIBILE;CB0692;CBB0762;"TERRENO AGRICOLO IN CONTRADA SPINIELLO";7570
MOLISE;CAMPOBASSO;LUCITO;"LOCALITA' CAPRELLE SNC";PATRIMONIO DISPONIBILE;CB0581;CBB0670;"TERRENO AGRICOLO";1440
MOLISE;CAMPOBASSO;LUCITO;"LOCALITA' CAPRELLE SNC";PATRIMONIO DISPONIBILE;CB0582;CBB0671;"TERRENO  AGRICOLO";4750
MOLISE;CAMPOBASSO;LUCITO;"LOCALITA' MURGE SNC";PATRIMONIO DISPONIBILE;CB0583;CBB0672;"TERRENO AGRICOLO";3290
MOLISE;CAMPOBASSO;LUCITO;"LOCALITA' MURGE SNC";PATRIMONIO DISPONIBILE;CB0584;CBB0673;"TERRENO AGRICOLO";1840
MOLISE;CAMPOBASSO;LUCITO;"LOCALITA' MURGE SNC";PATRIMONIO DISPONIBILE;CB0585;CBB0674;"TERRENO AGRICOLO";910
MOLISE;CAMPOBASSO;LUCITO;"STRADA VICINALE SAN MARTINO SNC";PATRIMONIO DISPONIBILE;CB0586;CBB0675;"TERRENO AGRICOLO";370
MOLISE;CAMPOBASSO;LUCITO;"LOCALITA' CASTELLO SNC";PATRIMONIO DISPONIBILE;CB0588;CBB0677;"TERRENO AGRICOLO - QUOTA 3/9";2130
MOLISE;CAMPOBASSO;LUCITO;"TERRENO IN  LOCALITA' CASTELLO SNC";PATRIMONIO DISPONIBILE;CB0589;CBB0678;"TERRENO AGRICOLO - QUOTA 3/9";1200
MOLISE;CAMPOBASSO;LUCITO;"LOCALITA' CASTELLO SNC";PATRIMONIO DISPONIBILE;CB0590;CBB0679;"TERRENO AGRICOLO";780
MOLISE;CAMPOBASSO;LUCITO;"LOCALITA'  MORGIA SNC";PATRIMONIO DISPONIBILE;CB0591;CBB0680;"TERRENO AGRICOLO";1470
MOLISE;CAMPOBASSO;LUCITO;"LOCALITA' MORGIA SNC";PATRIMONIO DISPONIBILE;CB0592;CBB0681;"TERRENO AGRICOLO. QUOTA 1/3";4350
MOLISE;CAMPOBASSO;LUCITO;"LOCALITA' MORGIA SNC";PATRIMONIO DISPONIBILE;CB0593;CBB0682;"TERRENO AGRICOLO";1160
MOLISE;CAMPOBASSO;LUCITO;"LOCALITA' CASTELLO SNC";PATRIMONIO DISPONIBILE;CB0594;CBB0683;"TERRENO AGRICOLO";550
MOLISE;CAMPOBASSO;LUCITO;"VIA VINCENZO CUOCO SNC";PATRIMONIO DISPONIBILE;CB0595;CBB0684;"TERRENO AGRICOLO";61
MOLISE;CAMPOBASSO;LUCITO;"FUORI LE PORTA SNC";PATRIMONIO DISPONIBILE;CB0599;CBB0688;"AREA EDIFICABILE";18
MOLISE;ISERNIA;MACCHIA D'ISERNIA;"CONTRADA FANNONI SNC";PATRIMONIO DISPONIBILE;IS0929;ISB0757;"TERRENO AGRICOLO";400
MOLISE;ISERNIA;MACCHIA D'ISERNIA;"CONTRADA FANNONI SNC";PATRIMONIO DISPONIBILE;IS0930;ISB0758;"TERRENI AGRICOLI";1050
MOLISE;ISERNIA;MACCHIA D'ISERNIA;"CONTRADA FANNONI SNC";PATRIMONIO DISPONIBILE;IS0931;ISB0759;"TERRENO AGRICOLO";550
MOLISE;ISERNIA;MACCHIA D'ISERNIA;"CONTRADA CANALA SNC";PATRIMONIO DISPONIBILE;IS0932;ISB0760;"TERRENO AGRICOLO";2110
MOLISE;ISERNIA;MACCHIA D'ISERNIA;"CONTRADA CESA DATA SNC";PATRIMONIO DISPONIBILE;IS0933;ISB0761;"TERRENO AGRICOLO";3970
MOLISE;ISERNIA;MACCHIA D'ISERNIA;"CONTRADA COLLE SANTA CROCE SNC";PATRIMONIO DISPONIBILE;IS0934;ISB0762;"TERRENO AGRICOLO";3670
